order_id,order_line_id,customer_id,product_id,quantity,list_price,net_price,sales_amount,discount_amount,discount_pct,promo_id,recall_case_id,event_id,event_type,event_layer,order_date,baseline_qty,event_delta
ORD_CUST_A_20240129,OL_000123,CUST_A,P4,5,210.0,208.06,1040.3,9.7,0.02,,,,,0,2024-01-29,4.997469195068318,0.0
ORD_CUST_A_20240129,OL_000124,CUST_A,P5,3,980.0,932.25,2796.75,143.25,0.02,,,,,0,2024-01-29,3.389335293259894,0.0
ORD_CUST_A_20240129,OL_000125,CUST_A,P6,2,760.0,746.72,1493.44,26.56,0.02,,,,,0,2024-01-29,2.1306739079110435,0.0
ORD_CUST_A_20240129,OL_000126,CUST_A,P7,1,640.0,621.14,621.14,18.86,0.02,,,,,0,2024-01-29,1.3707260956140643,0.0
ORD_CUST_A_20240129,OL_000127,CUST_A,P8,5,530.0,520.95,2604.75,45.25,0.02,,,,,0,2024-01-29,5.443450666368686,0.0
ORD_CUST_A_20240129,OL_000128,CUST_A,P9,5,195.0,184.24,921.2,53.8,0.02,,,,,0,2024-01-29,5.3364397772766905,0.0
ORD_CUST_B_20240129,OL_000129,CUST_B,P1,10,180.0,178.6,1786.0,14.0,0.02,,,,,0,2024-01-29,9.718948848123585,0.0
ORD_CUST_B_20240129,OL_000130,CUST_B,P11,5,410.0,413.85,2069.25,-19.25,0.02,,,,,0,2024-01-29,4.963542570847823,0.0
ORD_CUST_B_20240129,OL_000131,CUST_B,P12,6,260.0,259.81,1558.8600000000001,1.14,0.02,,,,,0,2024-01-29,5.795073861827367,0.0
ORD_CUST_B_20240129,OL_000132,CUST_B,P13,2,890.0,873.37,1746.74,33.26,0.02,,,,,0,2024-01-29,1.5195574011302886,0.0
ORD_CUST_B_20240129,OL_000133,CUST_B,P14,2,610.0,589.75,1179.5,40.5,0.02,,,,,0,2024-01-29,2.197272763664915,0.0
ORD_CUST_B_20240129,OL_000134,CUST_B,P2,9,165.0,162.13,1459.17,25.83,0.02,,,,,0,2024-01-29,8.641042490280942,0.0
ORD_CUST_B_20240129,OL_000135,CUST_B,P3,6,420.0,406.49,2438.94,81.06,0.02,,,,,0,2024-01-29,5.819874531468585,0.0
ORD_CUST_B_20240129,OL_000136,CUST_B,P4,4,210.0,207.87,831.48,8.52,0.02,,,,,0,2024-01-29,4.105703749187465,0.0
ORD_CUST_B_20240129,OL_000137,CUST_B,P5,3,980.0,950.09,2850.27,89.73,0.02,,,,,0,2024-01-29,2.515112269218052,0.0
ORD_CUST_B_20240129,OL_000138,CUST_B,P6,2,760.0,751.25,1502.5,17.5,0.02,,,,,0,2024-01-29,1.832380331394459,0.0
ORD_CUST_B_20240129,OL_000139,CUST_B,P8,5,530.0,514.01,2570.05,79.95,0.02,,,,,0,2024-01-29,4.7551800802285875,0.0
ORD_CUST_B_20240129,OL_000140,CUST_B,P9,4,195.0,188.51,754.04,25.96,0.02,,,,,0,2024-01-29,4.364066558634937,0.0
ORD_CUST_C_20240129,OL_000141,CUST_C,P10,2,350.0,344.78,689.56,10.44,0.02,,,,,0,2024-01-29,1.824369263059762,0.0
ORD_CUST_C_20240129,OL_000142,CUST_C,P14,1,610.0,614.81,614.81,-4.81,0.02,,,,,0,2024-01-29,1.4893820658878762,0.0
ORD_CUST_C_20240129,OL_000143,CUST_C,P2,3,165.0,160.48,481.43999999999994,13.56,0.02,,,,,0,2024-01-29,3.023240740655308,0.0
ORD_CUST_C_20240129,OL_000144,CUST_C,P3,4,420.0,410.76,1643.04,36.96,0.02,,,,,0,2024-01-29,3.678563646577886,0.0
ORD_CUST_C_20240129,OL_000145,CUST_C,P4,3,210.0,206.86,620.58,9.42,0.02,,,,,0,2024-01-29,3.030701134209343,0.0
ORD_CUST_C_20240129,OL_000146,CUST_C,P9,3,195.0,187.77,563.3100000000001,21.69,0.02,,,,,0,2024-01-29,3.305086547496557,0.0
ORD_CUST_A_20240205,OL_000147,CUST_A,P1,10,180.0,176.69,1766.9,33.1,0.02,,,,,0,2024-02-05,10.348864462710964,0.0
ORD_CUST_A_20240205,OL_000148,CUST_A,P10,2,350.0,341.3,682.6,17.4,0.02,,,,,0,2024-02-05,1.8902933404323243,0.0
ORD_CUST_A_20240205,OL_000149,CUST_A,P11,5,410.0,403.24,2016.2,33.8,0.02,,,,,0,2024-02-05,4.941969570282835,0.0
ORD_CUST_A_20240205,OL_000150,CUST_A,P12,6,260.0,257.08,1542.48,17.52,0.02,,,,,0,2024-02-05,5.8455498499419996,0.0
ORD_CUST_A_20240205,OL_000151,CUST_A,P13,2,890.0,856.93,1713.86,66.14,0.02,,,,,0,2024-02-05,1.8743414333855692,0.0
ORD_CUST_A_20240205,OL_000152,CUST_A,P14,3,610.0,604.15,1812.4499999999998,17.55,0.02,,,,,0,2024-02-05,3.2145612469181426,0.0
ORD_CUST_A_20240205,OL_000153,CUST_A,P2,9,165.0,163.36,1470.2400000000002,14.76,0.02,,,,,0,2024-02-05,8.98712679840692,0.0
ORD_CUST_A_20240205,OL_000154,CUST_A,P3,7,420.0,400.33,2802.31,137.69,0.02,,,,,0,2024-02-05,6.539546670806719,0.0
ORD_CUST_A_20240205,OL_000155,CUST_A,P4,6,210.0,204.35,1226.1,33.9,0.02,,,,,0,2024-02-05,5.504295803285077,0.0
ORD_CUST_A_20240205,OL_000156,CUST_A,P5,3,980.0,974.32,2922.96,17.04,0.02,,,,,0,2024-02-05,3.3195897799560927,0.0
ORD_CUST_A_20240205,OL_000157,CUST_A,P6,2,760.0,750.98,1501.96,18.04,0.02,,,,,0,2024-02-05,2.0657973848669386,0.0
ORD_CUST_A_20240205,OL_000158,CUST_A,P7,1,640.0,638.01,638.01,1.99,0.02,,,,,0,2024-02-05,1.3420700448874034,0.0
ORD_CUST_A_20240205,OL_000159,CUST_A,P8,6,530.0,526.0,3156.0,24.0,0.02,,,,,0,2024-02-05,5.622942776629298,0.0
ORD_CUST_A_20240205,OL_000160,CUST_A,P9,5,195.0,193.87,969.35,5.65,0.02,,,,,0,2024-02-05,4.9874221717786975,0.0
ORD_CUST_C_20240205,OL_000161,CUST_C,P10,2,350.0,340.17,680.34,19.66,0.02,,,,,0,2024-02-05,1.7544751606712017,0.0
ORD_CUST_C_20240205,OL_000162,CUST_C,P14,2,610.0,591.23,1182.46,37.54,0.02,,,,,0,2024-02-05,1.5382190668609004,0.0
ORD_CUST_C_20240205,OL_000163,CUST_C,P2,3,165.0,165.89,497.66999999999996,-2.67,0.02,,,,,0,2024-02-05,2.9109887408431017,0.0
ORD_CUST_C_20240205,OL_000164,CUST_C,P3,3,420.0,415.84,1247.52,12.48,0.02,,,,,0,2024-02-05,3.4104822210083343,0.0
ORD_CUST_C_20240205,OL_000165,CUST_C,P4,3,210.0,205.8,617.4000000000001,12.6,0.02,,,,,0,2024-02-05,2.7724253219386927,0.0
ORD_CUST_C_20240205,OL_000166,CUST_C,P9,3,195.0,189.12,567.36,17.64,0.02,,,,,0,2024-02-05,3.2540088944076446,0.0
ORD_CUST_A_20240212,OL_000167,CUST_A,P1,10,180.0,174.84,1748.4,51.6,0.02,,,,,0,2024-02-12,10.323243784379486,0.0
ORD_CUST_A_20240212,OL_000168,CUST_A,P10,2,350.0,342.07,684.14,15.86,0.02,,,,,0,2024-02-12,1.9657878385280656,0.0
ORD_CUST_A_20240212,OL_000169,CUST_A,P11,5,410.0,411.93,2059.65,-9.65,0.02,,,,,0,2024-02-12,5.200874631412666,0.0
ORD_CUST_A_20240212,OL_000170,CUST_A,P12,6,260.0,254.02,1524.1200000000001,35.88,0.02,,,,,0,2024-02-12,6.0350145789662895,0.0
ORD_CUST_A_20240212,OL_000171,CUST_A,P13,2,890.0,898.37,1796.74,-16.74,0.02,,,,,0,2024-02-12,1.7957484577290728,0.0
ORD_CUST_A_20240212,OL_000172,CUST_A,P14,3,610.0,608.31,1824.9299999999998,5.07,0.02,,,,,0,2024-02-12,3.2879875527445077,0.0
ORD_CUST_A_20240212,OL_000173,CUST_A,P2,9,165.0,166.03,1494.27,-9.27,0.02,,,,,0,2024-02-12,8.740620773413607,0.0
ORD_CUST_A_20240212,OL_000174,CUST_A,P3,7,420.0,414.11,2898.77,41.23,0.02,,,,,0,2024-02-12,7.473579210329951,0.0
ORD_CUST_A_20240212,OL_000175,CUST_A,P4,5,210.0,205.36,1026.8000000000002,23.2,0.02,,,,,0,2024-02-12,5.229463119119163,0.0
ORD_CUST_A_20240212,OL_000176,CUST_A,P5,3,980.0,939.67,2819.0099999999998,120.99,0.02,,,,,0,2024-02-12,3.316029914703981,0.0
ORD_CUST_A_20240212,OL_000177,CUST_A,P6,2,760.0,742.27,1484.54,35.46,0.02,,,,,0,2024-02-12,2.1437055965763783,0.0
